Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.100.18-142.250.186.227-62144-443-17,192.168.100.18,62144,142.250.186.227,443,17,17/05/2026 10:02:04 pm,237329,8,8,5218.0,5166.0,1250.0,31.0,652.2499999999999,639.2582196801003,1250.0,25.0,645.75,579.0353431107885,43753.60786081768,67.41696126474218,15821.933333333332,20451.11693934262,48099.0,0.0,237329.0,33904.142857142855,41969.949628389164,89092.0,241.0,158839.0,22691.285714285714,34668.248507408454,89487.0,0.0,0,0,0,0,64,64,33.70848063237109,33.70848063237109,25.0,1250.0,684.3529411764707,588.8364523762594,346728.3676470589,0,0,0,0,0,0,0,0,1.0,727.125,652.25,645.75,0,0,0,10384,16,43753,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.251.152.119-54320-443-17,192.168.100.18,54320,142.251.152.119,443,17,17/05/2026 10:01:51 pm,14040710,14,14,4927.0,3599.0,1250.0,29.0,351.92857142857144,523.2752569207668,1250.0,21.0,257.07142857142856,442.40626374160007,607.2342495500583,1.9942011479476465,520026.2962962964,2455804.3721934156,1.2800738E7,0.0,1.404071E7,1080054.6153846153,3536725.103560814,1.2843583E7,58.0,1.379869E7,1061437.6923076923,3540955.5023819576,1.2838624E7,0.0,0,0,0,0,112,112,0.9971005739738232,0.9971005739738232,21.0,1250.0,294.99999999999994,472.0885207549231,222867.57142857142,0,0,0,0,0,0,0,0,1.0,305.5357142857143,351.92857142857144,257.07142857142856,0,0,0,8468,26,7073,14,4927,14,3599,0,0,13,8,42845.0,0.0,42845.0,42845.0,1.2800738E7,0.0,1.2800738E7,1.2800738E7,NeedManualLabel
192.168.100.18-192.168.100.1-49304-53-17,192.168.100.18,49304,192.168.100.1,53,17,17/05/2026 10:02:04 pm,15105,1,1,34.0,135.0,34.0,34.0,34.0,0.0,135.0,135.0,135.0,0.0,11188.348229063224,132.40648791790798,15105.0,0.0,15105.0,15105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,66.20324395895399,66.20324395895399,34.0,135.0,67.66666666666666,58.3123771881522,3400.333333333333,0,0,0,0,0,0,0,0,1.0,101.5,34.0,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.202-39506-443-6,192.168.100.18,39506,142.250.202.202,443,6,17/05/2026 10:01:59 pm,37953,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.348378257318263,52.696756514636526,37953.0,0.0,37953.0,37953.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,26.348378257318263,26.348378257318263,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,1044,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-185.125.190.58-57652-123-17,192.168.100.18,57652,185.125.190.58,123,17,17/05/2026 10:02:02 pm,136105,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,705.3377906763161,14.694537305756585,136105.0,0.0,136105.0,136105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.3472686528782924,7.3472686528782924,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-50960-53-17,192.168.100.18,50960,192.168.100.1,53,17,17/05/2026 10:02:04 pm,5485,1,1,38.0,98.0,38.0,38.0,38.0,0.0,98.0,98.0,98.0,0.0,24794.89516864175,364.6308113035551,5485.0,0.0,5485.0,5485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,182.31540565177755,182.31540565177755,38.0,98.0,58.0,34.64101615137755,1200.0,0,0,0,0,0,0,0,0,1.0,87.0,38.0,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-66.102.1.188-37749-5228-6,192.168.100.18,37749,66.102.1.188,5228,6,17/05/2026 10:01:53 pm,146471,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.82729004376293,13.65458008752586,146471.0,0.0,146471.0,146471.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,6.82729004376293,6.82729004376293,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,510,1047,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.234-38711-443-6,192.168.100.18,38711,142.250.202.234,443,6,17/05/2026 10:02:01 pm,38275,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.12671456564337,52.25342913128674,38275.0,0.0,38275.0,38275.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,26.12671456564337,26.12671456564337,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,510,1030,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.186.234-65029-443-17,192.168.100.18,65029,142.250.186.234,443,17,17/05/2026 10:02:04 pm,228899,7,8,3970.0,5166.0,1250.0,31.0,567.1428571428571,639.0426247054857,1250.0,25.0,645.7499999999999,580.0277702711434,39912.79996854508,65.53108576271632,16349.928571428572,18571.94628988856,42015.0,0.0,228899.0,38149.83333333333,41581.56499419745,79764.0,202.0,158839.0,22691.285714285714,28602.207028562705,72835.0,0.0,0,0,0,0,56,64,30.58117335593428,34.94991240678203,25.0,1250.0,649.125,589.5460259103327,347564.51666666666,0,0,0,0,0,0,0,0,1.0,692.4,567.1428571428571,645.75,0,0,0,9136,15,39912,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,NeedManualLabel
Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.100.18-95.101.234.96-55377-443-17,192.168.100.18,55377,95.101.234.96,443,17,17/05/2026 10:02:43 pm,1239536,5,5,5158.0,4050.0,1250.0,158.0,1031.6,488.3572462859541,1250.0,40.0,810.0,607.4948559452994,7428.586180635335,8.067534948561397,137726.22222222222,216587.45100407925,657991.0,0.0,1149227.0,287306.75,384754.34276810527,814351.0,143.0,961186.0,240296.5,353927.4265057739,749688.0,0.0,0,0,0,0,40,40,4.033767474280698,4.033767474280698,40.0,1250.0,950.7272727272726,514.9231187097917,265145.81818181823,0,0,0,0,0,0,0,0,1.0,1045.8,1031.6,810.0,0,0,0,9208,10,7428,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-224.0.0.252-63594-5355-17,192.168.100.18,63594,224.0.0.252,5355,17,17/05/2026 10:02:41 pm,423010,2,0,66.0,0.0,33.0,33.0,33.0,0.0,0,0,0,0,156.02468026760596,4.7280206141698775,423010.0,0.0,423010.0,423010.0,423010.0,423010.0,0.0,423010.0,423010.0,0,0,0,0,0,0,0,0,0,16,0,4.7280206141698775,0.0,33.0,33.0,33.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,49.5,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.234-38533-443-6,192.168.100.18,38533,142.250.202.234,443,6,17/05/2026 10:02:31 pm,40910,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.443901246638962,48.887802493277924,40910.0,0.0,40910.0,40910.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,24.443901246638962,24.443901246638962,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,1032,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-64096-53-17,192.168.100.18,64096,192.168.100.1,53,17,17/05/2026 10:02:43 pm,45258,1,1,30.0,235.0,30.0,30.0,30.0,0.0,235.0,235.0,235.0,0.0,5855.318396747536,44.19108223960405,45258.0,0.0,45258.0,45258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,22.095541119802025,22.095541119802025,30.0,235.0,98.33333333333333,118.35680518387328,14008.333333333332,0,0,0,0,0,0,0,0,1.0,147.5,30.0,235.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-224.0.0.252-56024-5355-17,192.168.100.18,56024,224.0.0.252,5355,17,17/05/2026 10:02:41 pm,423865,2,0,66.0,0.0,33.0,33.0,33.0,0.0,0,0,0,0,155.7099548205207,4.718483479409718,423865.0,0.0,423865.0,423865.0,423865.0,423865.0,0.0,423865.0,423865.0,0,0,0,0,0,0,0,0,0,16,0,4.718483479409718,0.0,33.0,33.0,33.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,49.5,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-74.125.90.74-39386-443-6,192.168.100.18,39386,74.125.90.74,443,6,17/05/2026 10:02:31 pm,39454,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.34597252496578,50.69194504993156,39454.0,0.0,39454.0,39454.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,25.34597252496578,25.34597252496578,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,1047,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-224.0.0.252-63406-5355-17,192.168.100.18,63406,224.0.0.252,5355,17,17/05/2026 10:02:40 pm,408184,2,0,66.0,0.0,33.0,33.0,33.0,0.0,0,0,0,0,161.6917860572683,4.899751092644494,408184.0,0.0,408184.0,408184.0,408184.0,408184.0,0.0,408184.0,408184.0,0,0,0,0,0,0,0,0,0,16,0,4.899751092644494,0.0,33.0,33.0,33.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,49.5,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-35.190.88.7-37024-443-6,192.168.100.18,37024,35.190.88.7,443,6,17/05/2026 10:02:41 pm,158050,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.654223347042075,158050.0,0.0,158050.0,158050.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6.3271116735210375,6.3271116735210375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,592,1043,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-224.0.0.252-50458-5355-17,192.168.100.18,50458,224.0.0.252,5355,17,17/05/2026 10:02:40 pm,409037,2,0,66.0,0.0,33.0,33.0,33.0,0.0,0,0,0,0,161.3545962834658,4.889533220711085,409037.0,0.0,409037.0,409037.0,409037.0,409037.0,0.0,409037.0,409037.0,0,0,0,0,0,0,0,0,0,16,0,4.889533220711085,0.0,33.0,33.0,33.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,49.5,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-35.190.88.7-36984-443-6,192.168.100.18,36984,35.190.88.7,443,6,17/05/2026 10:02:41 pm,155108,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.89424143177657,155108.0,0.0,155108.0,155108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6.447120715888285,6.447120715888285,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,592,1044,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
95.101.234.91-192.168.100.18-443-56310-17,95.101.234.91,443,192.168.100.18,56310,17,17/05/2026 10:02:30 pm,13497924,18,19,509.0,557.0,72.0,24.0,28.277777777777775,11.160885246122916,32.0,29.0,29.31578947368421,0.9459053029269173,78.9751075795063,2.7411622705832395,374942.3333333334,667117.8203063427,3510127.0,30149.0,1.3497924E7,793995.5294117648,869786.7863072908,3510127.0,126452.0,7900259.0,438903.27777777775,381927.3231709999,1782498.0,124595.0,0,0,0,0,144,152,1.3335384019053598,1.4076238686778797,24.0,72.0,28.684210526315788,7.651550852014727,58.546230440967285,0,0,0,0,0,0,0,0,1.0,29.45945945945946,28.27777777777778,29.31578947368421,0,0,0,912,33,145,6,169,6,185,0,0,17,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.202-39388-443-6,192.168.100.18,39388,142.250.202.202,443,6,17/05/2026 10:02:34 pm,63516,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.74406448768814,31.48812897537628,63516.0,0.0,63516.0,63516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,15.74406448768814,15.74406448768814,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,1042,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.251.152.119-54320-443-17,192.168.100.18,54320,142.251.152.119,443,17,17/05/2026 10:02:35 pm,9259342,2,1,58.0,24.0,29.0,29.0,29.0,0.0,24.0,24.0,24.0,0.0,8.855920863491164,0.3239971047618718,4629671.0,6458942.44195503,9196833.0,62509.0,9259342.0,9259342.0,0.0,9259342.0,9259342.0,0,0,0,0,0,0,0,0,0,16,8,0.2159980698412479,0.10799903492062395,24.0,29.0,27.75,2.5,6.250000000000001,0,0,0,0,0,0,0,0,0.0,37.0,29.0,24.0,0,0,0,0,0,0,2,58,1,24,0,0,1,8,62509.0,0.0,62509.0,62509.0,9196833.0,0.0,9196833.0,9196833.0,NeedManualLabel
192.168.100.18-185.125.190.58-57693-123-17,192.168.100.18,57693,185.125.190.58,123,17,17/05/2026 10:02:33 pm,133212,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,720.6557967750654,15.013662432813861,133212.0,0.0,133212.0,133212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.506831216406931,7.506831216406931,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-54135-53-17,192.168.100.18,54135,192.168.100.1,53,17,17/05/2026 10:02:43 pm,48153,1,1,30.0,253.0,30.0,30.0,30.0,0.0,253.0,253.0,253.0,0.0,5877.100076838411,41.5342761614022,48153.0,0.0,48153.0,48153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,20.7671380807011,20.7671380807011,30.0,253.0,104.33333333333333,128.74911002928653,16576.333333333332,0,0,0,0,0,0,0,0,1.0,156.5,30.0,253.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.202-39506-443-6,192.168.100.18,39506,142.250.202.202,443,6,17/05/2026 10:02:30 pm,14779470,4,7,513.0,5872.0,512.0,0.0,128.25,255.8337676434967,1412.0,0.0,838.8571428571429,718.7237365802033,432.0181982168508,0.7442756742968456,1477947.0000000002,4501320.972120418,1.4286172E7,0.0,1.477947E7,4926490.0,8144421.145491741,1.4327502E7,8439.0,1.4737711E7,2456285.1666666665,5930229.332294137,1.4560547E7,0.0,0,0,0,0,80,152,0.27064569974430747,0.4736299745525381,0.0,1412.0,532.1666666666667,666.6661742422424,444443.78787878784,0,0,0,5,11,0,0,0,1.0,580.5454545454545,128.25,838.8571428571429,0,0,0,6384,6,14138,4,513,7,5872,512,1042,1,20,41330.0,0.0,41330.0,41330.0,1.4286172E7,0.0,1.4286172E7,1.4286172E7,NeedManualLabel
192.168.100.18-224.0.0.251-5353-5353-17,192.168.100.18,5353,224.0.0.251,5353,17,17/05/2026 10:02:40 pm,2564273,11,0,429.0,0.0,39.0,39.0,39.0,0.0,0,0,0,0,167.2988796434701,4.28971486265308,256427.30000000002,420790.61692486814,1008339.0,2210.0,2564273.0,256427.30000000002,420790.61692486814,1008339.0,2210.0,0,0,0,0,0,0,0,0,0,88,0,4.28971486265308,0.0,39.0,39.0,39.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,42.54545454545455,39.0,0.0,0,0,0,214,5,275,11,429,0,0,0,0,10,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.234-38711-443-6,192.168.100.18,38711,142.250.202.234,443,6,17/05/2026 10:02:31 pm,39197,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.512156542592543,51.024313085185085,39197.0,0.0,39197.0,39197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,25.512156542592543,25.512156542592543,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,510,1030,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-66.102.1.188-37749-5228-6,192.168.100.18,37749,66.102.1.188,5228,6,17/05/2026 10:02:38 pm,142485,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0182826262413585,14.036565252482717,142485.0,0.0,142485.0,142485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,7.0182826262413585,7.0182826262413585,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,510,1047,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-34.54.84.110-36393-443-6,192.168.100.18,36393,34.54.84.110,443,6,17/05/2026 10:02:43 pm,545830,2,3,84.0,77.0,45.0,39.0,42.0,4.242640687119285,77.0,0.0,25.666666666666664,44.45597072760118,294.96363336569993,9.160361284649065,136457.5,15830.143619057912,159713.0,125747.0,420083.0,420083.0,0.0,420083.0,420083.0,412682.0,206341.0,65941.94998633268,252969.0,159713.0,1,0,0,0,40,60,3.6641445138596263,5.49621677078944,0.0,77.0,34.333333333333336,29.756791941784765,885.4666666666668,0,0,0,3,5,0,0,0,1.0,41.2,42.0,25.666666666666668,0,0,0,0,0,0,0,0,0,0,512,1042,1,20,0,0,0,0,0,0,0,0,NeedManualLabel
Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.100.18-35.190.88.7-37024-443-6,192.168.100.18,37024,35.190.88.7,443,6,17/05/2026 10:02:56 pm,1871761,2,5,39.0,129.0,39.0,0.0,19.5,27.577164466275352,73.0,0.0,25.8,35.835736353534024,89.75504885506216,3.7397937022942567,311960.16666666674,632912.2169718063,1596613.0,0.0,1730273.0,1730273.0,0.0,1730273.0,1730273.0,1739053.0,434763.24999999994,777471.5195569868,1596613.0,0.0,0,0,0,0,64,160,1.0685124863697877,2.671281215924469,0.0,73.0,21.0,30.37386094278152,922.5714285714286,1,0,0,3,7,0,0,0,2.0,24.0,19.5,25.8,0,0,0,0,0,0,2,39,5,129,592,1043,1,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-35.190.88.7-37024-443-6,192.168.100.18,37024,35.190.88.7,443,6,17/05/2026 10:02:58 pm,212465,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,112.95978161108889,14.11997270138611,106232.5,150122.30517980998,212385.0,80.0,80.0,80.0,0.0,80.0,80.0,0,0,0,0,0,1,0,0,0,64,20,9.413315134257408,4.706657567128704,0.0,24.0,12.0,13.856406460551018,192.0,1,0,1,1,2,0,0,0,0.0,16.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,592,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-51.11.192.49-39644-443-6,192.168.100.18,39644,51.11.192.49,443,6,17/05/2026 10:02:59 pm,181449,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.022380944507823,181449.0,0.0,181449.0,181449.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5.511190472253912,5.511190472253912,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1022,16386,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-51.11.192.49-39644-443-6,192.168.100.18,39644,51.11.192.49,443,6,17/05/2026 10:02:59 pm,296273,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.750530760481043,296273.0,0.0,296273.0,296273.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.3752653802405215,3.3752653802405215,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1022,16386,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
134.221.96.7-9.54.1.200-0-0-0,134.221.96.7,0,9.54.1.200,0,0,17/05/2026 10:02:54 pm,12864173,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.23320581898268938,6432086.5,3407951.33651003,8841872.0,4022301.0,1.2864173E7,6432086.5,3407951.33651003,8841872.0,4022301.0,0,0,0,0,0,0,0,0,0,0,0,0.23320581898268938,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4022301.0,0.0,4022301.0,4022301.0,8841872.0,0.0,8841872.0,8841872.0,NeedManualLabel
