Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.100.18-34.95.113.255-61898-443-17,192.168.100.18,61898,34.95.113.255,443,17,17/05/2026 10:03:02 pm,4788728,22,14,15523.0,6197.0,1250.0,29.0,705.5909090909091,589.9696246491492,1250.0,23.0,442.6428571428571,546.2874147922864,4535.651220950533,7.517653957376573,136820.80000000002,486426.85388602753,2877393.0,0.0,4788728.0,228034.6666666667,658429.8830330631,3056628.0,48.0,1153754.0,88750.30769230769,123116.27165095104,369649.0,0.0,0,0,0,0,176,112,4.594121862841239,2.923532094535334,23.0,1250.0,620.8108108108107,581.8399377949345,338537.7132132132,0,0,0,0,0,0,0,0,0.0,638.0555555555555,705.5909090909091,442.64285714285717,0,0,0,10860,18,11363,22,15523,14,6197,0,0,21,8,0,0,0,0,0,0,0,0,NeedManualLabel
134.221.96.0-0.0.0.134-0-0-0,134.221.96.0,0,0.0.0.134,0,0,17/05/2026 10:03:04 pm,2283578,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.7516371238468755,761192.6666666667,842755.0706725728,1666837.0,0.0,2283578.0,761192.6666666667,842755.0706725728,1666837.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.7516371238468755,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-151.101.1.229-38473-443-6,192.168.100.18,38473,151.101.1.229,443,6,17/05/2026 10:02:54 pm,171137,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.843271764726505,11.68654352945301,171137.0,0.0,171137.0,171137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,5.843271764726505,5.843271764726505,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,514,278,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.238-50212-443-17,192.168.100.18,50212,142.250.202.238,443,17,17/05/2026 10:03:02 pm,502887,14,19,6727.0,11829.0,1250.0,32.0,480.49999999999994,564.6169225508294,1250.0,24.0,622.5789473684212,559.8877184846453,36898.94548874797,65.62110374696503,15715.218750000002,23589.578438074914,69100.0,0.0,433787.0,33368.230769230766,37570.33147789588,84372.0,84.0,441246.0,24513.666666666664,43632.67071816714,149049.0,0.0,0,0,0,0,112,152,27.839256135076074,37.781847611888956,24.0,1250.0,582.5294117647061,561.6147841495994,315411.1657754011,0,0,0,0,0,0,0,0,1.0,600.1818181818181,480.5,622.578947368421,0,0,0,18556,33,36898,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.1-239.255.255.250-56222-1900-17,192.168.100.1,56222,239.255.255.250,1900,17,17/05/2026 10:03:06 pm,0,2,0,264.0,0.0,132.0,132.0,132.0,0.0,0,0,0,0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,16,0,0.0,0.0,132.0,132.0,132.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,198.0,132.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-95.101.234.96-56114-443-17,192.168.100.18,56114,95.101.234.96,443,17,17/05/2026 10:03:06 pm,649452,3,0,3750.0,0.0,1250.0,1250.0,1250.0,0.0,0,0,0,0,5774.0987786626265,4.619279022930101,324726.0,458966.04110543954,649264.0,188.0,649452.0,324726.0,458966.04110543954,649264.0,188.0,0,0,0,0,0,0,0,0,0,24,0,4.619279022930101,0.0,1250.0,1250.0,1250.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1666.6666666666667,1250.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-35.190.88.7-36984-443-6,192.168.100.18,36984,35.190.88.7,443,6,17/05/2026 10:02:56 pm,145100,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.783597518952446,145100.0,0.0,145100.0,145100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6.891798759476223,6.891798759476223,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,592,1044,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-60516-53-17,192.168.100.18,60516,192.168.100.1,53,17,17/05/2026 10:03:00 pm,132836,1,1,34.0,119.0,34.0,34.0,34.0,0.0,119.0,119.0,119.0,0.0,1151.7961998253484,15.056159474841156,132836.0,0.0,132836.0,132836.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.528079737420578,7.528079737420578,34.0,119.0,62.33333333333333,49.074772881118186,2408.333333333333,0,0,0,0,0,0,0,0,1.0,93.5,34.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.238-40277-443-6,192.168.100.18,40277,142.250.202.238,443,6,17/05/2026 10:03:03 pm,575501,8,10,1867.0,8853.0,1412.0,0.0,233.375,494.060417791763,1412.0,0.0,885.3,645.3946337965116,18627.24825847392,31.277095956392774,33853.0,56190.181909298,189025.0,0.0,575501.0,82214.42857142858,112630.97011162479,291279.0,0.0,328910.0,36545.555555555555,57980.88913407398,137025.0,0.0,0,0,0,0,172,212,13.900931536174568,17.37616442021821,0.0,1412.0,564.2105263157895,653.2998783056308,426800.730994152,0,2,0,6,17,0,0,0,1.0,595.5555555555555,233.375,885.3,0,0,0,10720,10,33322,0,0,0,0,64240,1047,3,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-58750-53-17,192.168.100.18,58750,192.168.100.1,53,17,17/05/2026 10:03:05 pm,1329707,1,1,48.0,121.0,48.0,48.0,48.0,0.0,121.0,121.0,121.0,0.0,127.09566844425126,1.5040907508195416,1329707.0,0.0,1329707.0,1329707.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.7520453754097708,0.7520453754097708,48.0,121.0,72.33333333333333,42.14656965084268,1776.3333333333333,0,0,0,0,0,0,0,0,1.0,108.5,48.0,121.0,0,0,0,0,0,0,1,48,1,121,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-64875-53-17,192.168.100.18,64875,192.168.100.1,53,17,17/05/2026 10:03:06 pm,1543978,1,1,36.0,136.0,36.0,36.0,36.0,0.0,136.0,136.0,136.0,0.0,111.40055104412109,1.2953552446990824,1543978.0,0.0,1543978.0,1543978.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.6476776223495412,0.6476776223495412,36.0,136.0,69.33333333333334,57.735026918962575,3333.3333333333335,0,0,0,0,0,0,0,0,1.0,104.0,36.0,136.0,0,0,0,0,0,0,1,36,1,136,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-61124-53-17,192.168.100.18,61124,192.168.100.1,53,17,17/05/2026 10:03:06 pm,1545687,1,1,44.0,189.0,44.0,44.0,44.0,0.0,189.0,189.0,189.0,0.0,150.74203250722817,1.2939230258131174,1545687.0,0.0,1545687.0,1545687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.6469615129065587,0.6469615129065587,44.0,189.0,92.33333333333334,83.71578903249574,7008.333333333334,0,0,0,0,0,0,0,0,1.0,138.5,44.0,189.0,0,0,0,0,0,0,1,44,1,189,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.234-38711-443-6,192.168.100.18,38711,142.250.202.234,443,6,17/05/2026 10:03:01 pm,115932,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.625746127039989,17.251492254079977,115932.0,0.0,115932.0,115932.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,8.625746127039989,8.625746127039989,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,510,1030,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-58880-53-17,192.168.100.18,58880,192.168.100.1,53,17,17/05/2026 10:03:02 pm,17913,1,1,38.0,54.0,38.0,38.0,38.0,0.0,54.0,54.0,54.0,0.0,5135.934795958243,111.65075643387485,17913.0,0.0,17913.0,17913.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,55.82537821693742,55.82537821693742,38.0,54.0,43.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,65.0,38.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
134.221.96.0-0.0.0.135-0-0-0,134.221.96.0,0,0.0.0.135,0,0,17/05/2026 10:03:07 pm,200798,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,19.920517136624866,66932.66666666667,56727.980832507455,132332.0,31030.0,200798.0,66932.66666666667,56727.980832507455,132332.0,31030.0,0,0,0,0,0,0,0,0,0,0,0,19.920517136624866,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.91-224.0.0.251-5353-5353-17,192.168.100.91,5353,224.0.0.251,5353,17,17/05/2026 10:02:53 pm,13286155,4,0,1409.0,0.0,448.0,65.0,352.25,191.50000000000003,0,0,0,0,106.05024553755393,0.30106528186672515,4428718.333333334,4224632.314136975,8841872.0,421982.0,1.3286155E7,4428718.333333334,4224632.314136975,8841872.0,421982.0,0,0,0,0,0,0,0,0,0,32,0,0.30106528186672515,0.0,65.0,448.0,294.8,209.77773952447862,44006.7,0,0,0,0,0,0,0,0,0.0,368.5,352.25,0.0,0,0,0,0,0,0,2,704,0,0,0,0,3,8,4444283.0,0.0,4444283.0,4444283.0,8841872.0,0.0,8841872.0,8841872.0,NeedManualLabel
192.168.100.18-192.168.100.1-60628-53-17,192.168.100.18,60628,192.168.100.1,53,17,17/05/2026 10:03:02 pm,108888,1,1,38.0,123.0,38.0,38.0,38.0,0.0,123.0,123.0,123.0,0.0,1478.5834986408051,18.367496877525532,108888.0,0.0,108888.0,108888.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9.183748438762766,9.183748438762766,38.0,123.0,66.33333333333333,49.074772881118186,2408.333333333333,0,0,0,0,0,0,0,0,1.0,99.5,38.0,123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-95.101.234.96-55377-443-17,192.168.100.18,55377,95.101.234.96,443,17,17/05/2026 10:02:53 pm,13940998,7,4,207.0,105.0,33.0,29.0,29.571428571428573,1.5118578920369092,31.0,24.0,26.25,3.304037933599834,22.38003333764197,0.7890396369040437,1394099.8,1997492.5321833314,5355355.0,479.0,1.3940998E7,2323499.6666666665,2309751.710115844,5493678.0,205263.0,1.3228721E7,4409573.666666667,996619.1552957094,5355355.0,3368904.0,0,0,0,0,56,32,0.5021161325753005,0.2869235043287432,24.0,33.0,28.416666666666668,2.6097137890209456,6.81060606060606,0,0,0,0,0,0,0,0,0.0,31.0,29.571428571428573,26.25,0,0,0,122,4,219,2,69,1,35,0,0,6,8,8030063.0,0.0,8030063.0,8030063.0,5355355.0,0.0,5355355.0,5355355.0,NeedManualLabel
192.168.100.18-192.168.100.1-58420-53-17,192.168.100.18,58420,192.168.100.1,53,17,17/05/2026 10:03:05 pm,1329312,1,1,48.0,80.0,48.0,48.0,48.0,0.0,80.0,80.0,80.0,0.0,96.29041188223682,1.5045376856599504,1329312.0,0.0,1329312.0,1329312.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.7522688428299752,0.7522688428299752,48.0,80.0,58.666666666666664,18.475208614068023,341.3333333333333,0,0,0,0,0,0,0,0,1.0,88.0,48.0,80.0,0,0,0,0,0,0,1,48,1,80,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.234-38533-443-6,192.168.100.18,38533,142.250.202.234,443,6,17/05/2026 10:03:01 pm,141572,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.063543638572599,14.127087277145199,141572.0,0.0,141572.0,141572.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,7.063543638572599,7.063543638572599,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,1032,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-55698-53-17,192.168.100.18,55698,192.168.100.1,53,17,17/05/2026 10:03:06 pm,1421159,1,1,44.0,249.0,44.0,44.0,44.0,0.0,249.0,249.0,249.0,0.0,206.1697529973775,1.4073020682414845,1421159.0,0.0,1421159.0,1421159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.7036510341207423,0.7036510341207423,44.0,249.0,112.33333333333333,118.35680518387328,14008.333333333332,0,0,0,0,0,0,0,0,1.0,168.5,44.0,249.0,0,0,0,0,0,0,1,44,1,249,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-50242-53-17,192.168.100.18,50242,192.168.100.1,53,17,17/05/2026 10:03:06 pm,1510935,1,1,36.0,164.0,36.0,36.0,36.0,0.0,164.0,164.0,164.0,0.0,132.3683679311155,1.323683679311155,1510935.0,0.0,1510935.0,1510935.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.6618418396555775,0.6618418396555775,36.0,164.0,78.66666666666666,73.9008344562721,5461.333333333333,0,0,0,0,0,0,0,0,1.0,118.0,36.0,164.0,0,0,0,0,0,0,1,36,1,164,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-74.125.90.74-39386-443-6,192.168.100.18,39386,74.125.90.74,443,6,17/05/2026 10:03:01 pm,68667,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.563036101766494,29.12607220353299,68667.0,0.0,68667.0,68667.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,14.563036101766494,14.563036101766494,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,1047,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-60202-53-17,192.168.100.18,60202,192.168.100.1,53,17,17/05/2026 10:03:00 pm,135528,1,1,34.0,50.0,34.0,34.0,34.0,0.0,50.0,50.0,50.0,0.0,619.7981228971134,14.757098164216988,135528.0,0.0,135528.0,135528.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.378549082108494,7.378549082108494,34.0,50.0,39.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,59.0,34.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-185.125.190.58-57654-123-17,192.168.100.18,57654,185.125.190.58,123,17,17/05/2026 10:03:03 pm,209683,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,457.83396841899435,9.538207675395716,209683.0,0.0,209683.0,209683.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4.769103837697858,4.769103837697858,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.202-39388-443-6,192.168.100.18,39388,142.250.202.202,443,6,17/05/2026 10:03:05 pm,1607483,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6220905602112122,1.2441811204224245,1607483.0,0.0,1607483.0,1607483.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,0.6220905602112122,0.6220905602112122,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,512,1042,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.24-239.255.255.250-64853-1900-17,192.168.100.24,64853,239.255.255.250,1900,17,17/05/2026 10:02:57 pm,3014262,4,0,704.0,0.0,176.0,176.0,176.0,0.0,0,0,0,0,233.5563398271285,1.3270246581086846,1004754.0,7999.828060652304,1013959.0,999482.0,3014262.0,1004754.0,7999.828060652304,1013959.0,999482.0,0,0,0,0,0,0,0,0,0,32,0,1.3270246581086846,0.0,176.0,176.0,176.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,220.0,176.0,0.0,0,0,0,0,0,0,2,352,0,0,0,0,3,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.202-39506-443-6,192.168.100.18,39506,142.250.202.202,443,6,17/05/2026 10:03:00 pm,136702,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.315181928574564,14.630363857149128,136702.0,0.0,136702.0,136702.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,7.315181928574564,7.315181928574564,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,1042,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-34.120.127.120-64464-443-17,192.168.100.18,64464,34.120.127.120,443,17,17/05/2026 10:03:00 pm,653596,11,12,3380.0,7232.0,1250.0,31.0,307.2727272727273,486.7611510605773,1250.0,21.0,602.6666666666667,589.2049085355826,16236.329475700586,35.189933842924376,29708.90909090909,58007.66352565519,206168.0,0.0,447428.0,44742.8,59563.27933625624,151224.0,144.0,535047.0,48640.63636363636,76221.00215724368,206426.0,0.0,0,0,0,0,88,96,16.829968359659485,18.359965483264894,21.0,1250.0,494.25000000000006,562.7928995874832,316735.847826087,0,0,0,0,0,0,0,0,1.0,515.7391304347826,307.27272727272725,602.6666666666666,0,0,0,10612,23,16236,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,NeedManualLabel
Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.100.18-172.188.155.25-37748-443-6,192.168.100.18,37748,172.188.155.25,443,6,17/05/2026 10:02:23 pm,200754,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.981220797593075,9.96244159518615,200754.0,0.0,200754.0,200754.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,4.981220797593075,4.981220797593075,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,301,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.251.38.10-60698-443-17,192.168.100.18,60698,142.251.38.10,443,17,17/05/2026 10:02:22 pm,684544,15,14,9195.0,6016.0,1250.0,31.0,613.0,617.1230486239007,1250.0,22.0,429.7142857142857,517.442739837935,22220.631544502616,42.363967838444275,24447.999999999993,55633.93803346219,250684.0,0.0,684544.0,48896.0,75113.02437096942,251072.0,78.0,639088.0,49160.61538461538,132627.07098511126,477880.0,0.0,0,0,0,0,120,112,21.912397157816006,20.451570680628272,22.0,1250.0,548.7,574.2920169126985,329811.32068965514,0,0,0,0,0,0,0,0,0.0,567.6206896551724,613.0,429.7142857142857,0,0,0,15211,29,22220,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.234-38533-443-6,192.168.100.18,38533,142.250.202.234,443,6,17/05/2026 10:02:16 pm,55082,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.154751098362443,36.309502196724885,55082.0,0.0,55082.0,55082.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,18.154751098362443,18.154751098362443,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,512,1032,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-95.101.234.91-56310-443-17,192.168.100.18,56310,95.101.234.91,443,17,17/05/2026 10:02:13 pm,10201452,20,22,4397.0,6244.0,1250.0,29.0,219.85,444.96330718031356,1452.0,21.0,283.8181818181818,497.5972397300983,1043.0868076426768,4.117060983083585,248815.9024390243,553364.2011466682,3210554.0,0.0,1.0052894E7,529099.6842105263,810490.07941876,3356105.0,219.0,1.0084337E7,480206.5238095238,782389.5277177871,3359112.0,0.0,0,0,0,0,160,176,1.9605052300398023,2.1565557530437824,21.0,1452.0,276.5348837209302,487.3295232492519,237490.06423034318,0,0,0,0,0,0,0,0,1.0,283.1190476190476,219.85,283.8181818181818,0,0,0,10535,38,2074,10,2198,11,3122,0,0,19,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-50945-53-17,192.168.100.18,50945,192.168.100.1,53,17,17/05/2026 10:02:20 pm,9101,1,1,37.0,121.0,37.0,37.0,37.0,0.0,121.0,121.0,121.0,0.0,17360.72959015493,219.7560707614548,9101.0,0.0,9101.0,9101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,109.8780353807274,109.8780353807274,37.0,121.0,65.0,48.49742261192856,2352.0,0,0,0,0,0,0,0,0,1.0,97.5,37.0,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-142.250.202.238-62053-443-17,192.168.100.18,62053,142.250.202.238,443,17,17/05/2026 10:02:20 pm,454357,12,15,6757.0,6036.0,1250.0,31.0,563.0833333333334,607.9157325475201,1250.0,24.0,402.4,515.0891462372591,28156.27359103084,59.424637454688714,17475.26923076923,36010.121232295445,170526.0,0.0,427263.0,38842.090909090904,55616.31297821629,170924.0,52.0,408433.0,29173.785714285714,52230.63753742562,174852.0,0.0,0,0,0,0,96,120,26.41094997986165,33.013687474827066,24.0,1250.0,501.5357142857141,562.1614030878436,316025.44312169304,0,0,0,0,0,0,0,0,1.0,520.1111111111111,563.0833333333334,402.4,0,0,0,12793,27,28156,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-34.54.84.110-36004-443-6,192.168.100.18,36004,34.54.84.110,443,6,17/05/2026 10:02:18 pm,400673,2,3,84.0,77.0,45.0,39.0,42.0,4.242640687119285,77.0,0.0,25.666666666666664,44.45597072760118,401.82393123569597,12.479004075642731,100168.25,62655.78156017741,155380.0,10058.0,282839.0,282839.0,0.0,282839.0,282839.0,283272.0,141636.0,19436.95120125582,155380.0,127892.0,1,0,0,0,40,60,4.991601630257092,7.487402445385639,0.0,77.0,34.333333333333336,29.756791941784765,885.4666666666668,0,0,0,3,5,0,0,0,1.0,41.2,42.0,25.666666666666668,0,0,0,0,0,0,0,0,0,0,511,1030,1,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.100.18-192.168.100.1-60494-53-17,192.168.100.18,60494,192.168.100.1,53,17,17/05/2026 10:02:22 pm,9502,1,1,48.0,108.0,48.0,48.0,48.0,0.0,108.0,108.0,108.0,0.0,16417.596295516734,210.48200378867608,9502.0,0.0,9502.0,9502.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,105.24100189433804,105.24100189433804,48.0,108.0,68.0,34.64101615137755,1200.0,0,0,0,0,0,0,0,0,1.0,102.0,48.0,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
